voter_name,affiliation,award,name,value,points,avgPoints,diff,diffSquared,ballot
Adam Himmelsbach,Boston Globe,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Cassidy Hubbarth,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Cassidy Hubbarth,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Cassidy Hubbarth,ESPN,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Kelly Iko,The Athletic,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Kelly Iko,The Athletic,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Kelly Iko,The Athletic,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Frank Isola,Sirius Radio,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Frank Isola,Sirius Radio,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Frank Isola,Sirius Radio,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Richard Jefferson,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Richard Jefferson,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Richard Jefferson,ESPN,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Ernie Johnson,WarnerMedia,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Ernie Johnson,WarnerMedia,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Ernie Johnson,WarnerMedia,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Tony Jones,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Tony Jones,The Athletic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Tony Jones,The Athletic,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Marc Kestecher,ESPN,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Marc Kestecher,ESPN,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Marc Kestecher,ESPN,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Tolis Kotzias,SDNA,SMOY,x1st_Place_5_points,"Bobby Portis, Milwaukee",5,0.818181818,4.181818182,17.48760331,SMOY
Tolis Kotzias,SDNA,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Tolis Kotzias,SDNA,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Adam Lefkoe,WarnerMedia,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Adam Lefkoe,WarnerMedia,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Adam Lefkoe,WarnerMedia,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Rob Mahoney,The Ringer,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Rob Mahoney,The Ringer,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Rob Mahoney,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Chris Mannix,Sports Illustrated,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Chris Mannix,Sports Illustrated,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Chris Mannix,Sports Illustrated,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Jeff McDonald,San Antonio Express-News,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Jeff McDonald,San Antonio Express-News,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Jeff McDonald,San Antonio Express-News,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Steve McGehee,News 9,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Steve McGehee,News 9,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Steve McGehee,News 9,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Dave McMenamin,ESPN,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Dave McMenamin,ESPN,SMOY,x2nd_Place_3_points,"Norman Powell, LA Clippers",3,0.656565657,2.343434343,5.491684522,SMOY
Dave McMenamin,ESPN,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Chao Meng,ESPN (China),SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Chao Meng,ESPN (China),SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Chao Meng,ESPN (China),SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Jonathan Mitchell Fuentes,Cignal,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Jonathan Mitchell Fuentes,Cignal,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Jonathan Mitchell Fuentes,Cignal,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Yoko Miyaji,Sports Graphic Number,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Yoko Miyaji,Sports Graphic Number,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Yoko Miyaji,Sports Graphic Number,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Yoav Modai,Sport 5,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Yoav Modai,Sport 5,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Yoav Modai,Sport 5,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Eric Nehm,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Eric Nehm,The Athletic,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Eric Nehm,The Athletic,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Rachel Nichols,SHO,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Rachel Nichols,SHO,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Rachel Nichols,SHO,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Kevin O'Connor,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Kevin O'Connor,The Ringer,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Kevin O'Connor,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Chiney Ogwumike,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Chiney Ogwumike,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Chiney Ogwumike,ESPN,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Candace Parker,WarnerMedia,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Candace Parker,WarnerMedia,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Candace Parker,WarnerMedia,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Dave Pasch,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Dave Pasch,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Dave Pasch,ESPN,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Kevin Pelton,ESPN,SMOY,x1st_Place_5_points,"Bogdan Bogdanovic, Atlanta",5,0.404040404,4.595959596,21.12284461,SMOY
Kevin Pelton,ESPN,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Kevin Pelton,ESPN,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Kendrick Perkins,ESPN,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Kendrick Perkins,ESPN,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Kendrick Perkins,ESPN,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Michael Pina,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Michael Pina,The Ringer,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Michael Pina,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Julia Poe,Chicago Tribune,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Julia Poe,Chicago Tribune,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Julia Poe,Chicago Tribune,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Keith Pompey,Philadelphia Inquirer,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Keith Pompey,Philadelphia Inquirer,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Keith Pompey,Philadelphia Inquirer,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Shaun Powell,NBA.com,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Shaun Powell,NBA.com,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Shaun Powell,NBA.com,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Khobi Price,Southern California News Group,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Khobi Price,Southern California News Group,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Khobi Price,Southern California News Group,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Jason Quick,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Jason Quick,The Athletic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Jason Quick,The Athletic,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Duane Rankin,Arizona Republic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Duane Rankin,Arizona Republic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Duane Rankin,Arizona Republic,SMOY,x3rd_Place_1_points,"Russell Westbrook, LA Clippers",1,0.02020202,0.97979798,0.960004081,SMOY
Stephanie Ready,WarnerMedia,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Stephanie Ready,WarnerMedia,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Stephanie Ready,WarnerMedia,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
JJ Redick,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
JJ Redick,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
JJ Redick,ESPN,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Bill Reiter,CBSSports.com,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Bill Reiter,CBSSports.com,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Bill Reiter,CBSSports.com,SMOY,x3rd_Place_1_points,"Bojan Bogdanovic, New York",1,0.01010101,0.98989899,0.97990001,SMOY
Remi Reverchon,BeIN Sports,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Remi Reverchon,BeIN Sports,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Remi Reverchon,BeIN Sports,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Tim Reynolds,Associated Press,SMOY,x1st_Place_5_points,"Bobby Portis, Milwaukee",5,0.818181818,4.181818182,17.48760331,SMOY
Tim Reynolds,Associated Press,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Tim Reynolds,Associated Press,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Josh Robbins,The Athletic,SMOY,x1st_Place_5_points,"Bobby Portis, Milwaukee",5,0.818181818,4.181818182,17.48760331,SMOY
Josh Robbins,The Athletic,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Josh Robbins,The Athletic,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Melissa Rohlin,Fox Sports,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Melissa Rohlin,Fox Sports,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Melissa Rohlin,Fox Sports,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Taylor Rooks,Bleacher Report,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Taylor Rooks,Bleacher Report,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Taylor Rooks,Bleacher Report,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Ryen Russillo,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Ryen Russillo,The Ringer,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Ryen Russillo,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Simone Sandri,La Gazzetta dello Sport,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Simone Sandri,La Gazzetta dello Sport,SMOY,x2nd_Place_3_points,"Norman Powell, LA Clippers",3,0.656565657,2.343434343,5.491684522,SMOY
Simone Sandri,La Gazzetta dello Sport,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
John Schuhmann,NBA.com,SMOY,x1st_Place_5_points,"Bogdan Bogdanovic, Atlanta",5,0.404040404,4.595959596,21.12284461,SMOY
John Schuhmann,NBA.com,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
John Schuhmann,NBA.com,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Dennis Scott,WarnerMedia,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Dennis Scott,WarnerMedia,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Dennis Scott,WarnerMedia,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Ramona Shelburne,ESPN,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Ramona Shelburne,ESPN,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Ramona Shelburne,ESPN,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Bill Simmons,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Bill Simmons,The Ringer,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Bill Simmons,The Ringer,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Anthony Slater,The Athletic,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Anthony Slater,The Athletic,SMOY,x2nd_Place_3_points,"Bogdan Bogdanovic, Atlanta",3,0.404040404,2.595959596,6.739006224,SMOY
Anthony Slater,The Athletic,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Doug Smith,The Toronto Star,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Doug Smith,The Toronto Star,SMOY,x2nd_Place_3_points,"Norman Powell, LA Clippers",3,0.656565657,2.343434343,5.491684522,SMOY
Doug Smith,The Toronto Star,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Stephen A. Smith,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Stephen A. Smith,ESPN,SMOY,x2nd_Place_3_points,"Norman Powell, LA Clippers",3,0.656565657,2.343434343,5.491684522,SMOY
Stephen A. Smith,ESPN,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Steve Smith,WarnerMedia,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Steve Smith,WarnerMedia,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Steve Smith,WarnerMedia,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Seerat Sohi,The Ringer,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Seerat Sohi,The Ringer,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Seerat Sohi,The Ringer,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Justin Termine,Sirius Radio,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Justin Termine,Sirius Radio,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Justin Termine,Sirius Radio,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Brad Townsend,Dallas Morning News,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Brad Townsend,Dallas Morning News,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Brad Townsend,Dallas Morning News,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Stan Van Gundy,WarnerMedia,SMOY,x1st_Place_5_points,"Norman Powell, LA Clippers",5,0.656565657,4.343434343,18.8654219,SMOY
Stan Van Gundy,WarnerMedia,SMOY,x2nd_Place_3_points,"Bobby Portis, Milwaukee",3,0.818181818,2.181818182,4.760330579,SMOY
Stan Van Gundy,WarnerMedia,SMOY,x3rd_Place_1_points,"T.J. McConnell, Indiana",1,0.02020202,0.97979798,0.960004081,SMOY
Joe Vardon,The Athletic,SMOY,x1st_Place_5_points,"Bobby Portis, Milwaukee",5,0.818181818,4.181818182,17.48760331,SMOY
Joe Vardon,The Athletic,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Joe Vardon,The Athletic,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
Gary Washburn,Boston Globe,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Gary Washburn,Boston Globe,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Gary Washburn,Boston Globe,SMOY,x3rd_Place_1_points,"Russell Westbrook, LA Clippers",1,0.02020202,0.97979798,0.960004081,SMOY
Michael Wilbon,ESPN,SMOY,x1st_Place_5_points,"Norman Powell, LA Clippers",5,0.656565657,4.343434343,18.8654219,SMOY
Michael Wilbon,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Michael Wilbon,ESPN,SMOY,x3rd_Place_1_points,"Naz Reid, Minnesota",1,3.555555556,-2.555555556,6.530864198,SMOY
Brian Windhorst,ESPN,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Brian Windhorst,ESPN,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Brian Windhorst,ESPN,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Matt Winer,WarnerMedia,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Matt Winer,WarnerMedia,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Matt Winer,WarnerMedia,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Kristian Winfield,New York Daily News,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Kristian Winfield,New York Daily News,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Kristian Winfield,New York Daily News,SMOY,x3rd_Place_1_points,"Bobby Portis, Milwaukee",1,0.818181818,0.181818182,0.033057851,SMOY
Ryan Wolstat,The Toronto Sun,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Ryan Wolstat,The Toronto Sun,SMOY,x2nd_Place_3_points,"Bogdan Bogdanovic, Atlanta",3,0.404040404,2.595959596,6.739006224,SMOY
Ryan Wolstat,The Toronto Sun,SMOY,x3rd_Place_1_points,"Malik Monk, Sacramento",1,3.454545455,-2.454545455,6.024793388,SMOY
Michael C. Wright,NBA.com,SMOY,x1st_Place_5_points,"Malik Monk, Sacramento",5,3.454545455,1.545454545,2.388429752,SMOY
Michael C. Wright,NBA.com,SMOY,x2nd_Place_3_points,"Naz Reid, Minnesota",3,3.555555556,-0.555555556,0.308641975,SMOY
Michael C. Wright,NBA.com,SMOY,x3rd_Place_1_points,"Bogdan Bogdanovic, Atlanta",1,0.404040404,0.595959596,0.35516784,SMOY
Ohm Youngmisuk,ESPN,SMOY,x1st_Place_5_points,"Naz Reid, Minnesota",5,3.555555556,1.444444444,2.086419753,SMOY
Ohm Youngmisuk,ESPN,SMOY,x2nd_Place_3_points,"Malik Monk, Sacramento",3,3.454545455,-0.454545455,0.20661157,SMOY
Ohm Youngmisuk,ESPN,SMOY,x3rd_Place_1_points,"Norman Powell, LA Clippers",1,0.656565657,0.343434343,0.117947148,SMOY
